,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
71,"(487.4135338345859, 732.9248120300749, '7.878210825668537')","(1129.8125, 203.8749999999999, '5.684626454385524')","(1132.0130718954242, 806.4836601307188, '2.980370373760728')","(374.2650602409631, 179.22289156626624, '2.0245640546610257')","(216.03124999999932, 815.4124999999998, '0.625395998366638')","(905.492307692307, 210.96923076923173, '1.7745524000447286')","(1120.7928571428563, 588.1928571428571, '0.5320325934901174')","(801.3988095238091, 945.3333333333342, '0.7910687286655745')","(102.28994082840154, 999.254437869824, '0.09748731745637328')","(463.3457446808503, 459.28191489361683, '6.208585749939582')","(899.3428571428567, 579.8142857142857, '0.19098293677166303')","(1263.9382022471902, 923.3426966292134, '1.2250025442544992')","(747.3146853146852, 24.31468531468579, '0.01022829044425913')","(667.9453125, 446.6171874999998, '0.08423945930271676')","(376.7692307692301, 516.2769230769229, '0.26198368940444855')","(147.03424657534174, 716.876712328767, '0.5856920008712803')","(1129.5815602836872, 792.7730496453898, '0.627369007552058')"
72,"(491.46762589928016, 729.6690647482015, '5.199572370151491')","(1132.5833333333333, 197.33333333333337, '7.104288855254021')","(1132.2322580645168, 805.761290322581, '0.7548911950940982')","(378.9545454545464, 178.68181818181864, '4.720596569902349')","(215.50943396226535, 815.704402515724, '0.5979122476773022')","(903.3061224489797, 221.03061224489915, '10.296154773362982')","(1120.7826086956534, 588.1884057971015, '0.011173412598955532')","(799.3353658536582, 945.018292682928, '2.0873548790979237')","(102.3488372093019, 999.0639534883733, '0.19938175257483284')","(465.18452380952374, 465.32738095238153, '6.31892147060881')","(898.9705882352938, 579.8455882352941, '0.3735826379257448')","(1264.84090909091, 922.0397727272734, '1.5850837012425398')","(747.2499999999998, 24.61184210526278, '0.30411568213752727')","(667.9609375, 446.64062500000034, '0.02816836934003538')","(376.9922480620157, 516.5658914728682, '0.3650197895136712')","(146.79470198675574, 717.2119205298013, '0.41200260674115924')","(1129.8540145985412, 792.1678832116793, '0.6636699226065188')"
73,"(489.8391608391611, 726.1048951048948, '3.9185716400619692')","(1134.0, 199.8571428571429, '2.8942285598957604')","(1132.10909090909, 805.1454545454546, '0.6280317289474778')","(374.4153005464468, 187.35519125683157, '9.789389400471684')","(215.44303797468206, 815.5632911392408, '0.155951427502741')","(905.8410256410253, 221.83076923077, '2.658192129075856')","(1120.8014705882338, 588.0808823529412, '0.10916529684749977')","(800.1077844311379, 946.1556886227552, '1.3748818068369462')","(102.31360946745338, 998.8934911242613, '0.17406438858759662')","(464.44999999999965, 473.21666666666687, '7.9234054741875015')","(899.2919708029199, 579.7372262773723, '0.33915935590601115')","(1263.6298342541422, 926.6740331491717, '4.78989268337241')","(747.217105263158, 24.5131578947379, '0.10402229145142944')","(667.952380952381, 446.6587301587301, '0.02002526603537217')","(376.98437499999966, 516.3984374999997, '0.16763895172353838')","(147.40972222222126, 716.8749999999998, '0.7012598187789035')","(1129.8455284552833, 791.5040650406505, '0.663872411548611')"
74,"(501.8405797101446, 731.0869565217392, '12.994421529179709')","(1132.5714285714287, 204.5000000000001, '4.857668038834136')","(1135.558441558441, 805.3116883116882, '3.4533539591555273')","(370.83783783783684, 191.4054054054052, '5.40393135419029')","(215.37106918238896, 815.4968553459113, '0.09794499323321351')","(901.8749999999993, 223.7604166666673, '4.410544026777307')","(1120.8068965517232, 588.2551724137932, '0.17437450040520006')","(799.684523809524, 948.6547619047619, '2.534663058997984')","(102.2823529411753, 999.3352941176477, '0.4429072763006754')","(467.5081967213107, 481.7759562841527, '9.089224716236165')","(899.3088235294118, 579.5882352941177, '0.1499410800327755')","(1263.779005524861, 924.7237569060771, '1.955972773938039')","(746.9041095890412, 24.424657534245966, '0.32526697622572637')","(667.928, 446.67999999999984, '0.03235486032486839')","(376.82170542635583, 516.2868217054265, '0.1972801961365034')","(146.55862068965428, 717.0206896551725, '0.8634809171963385')","(1129.8345323740998, 792.5611510791363, '1.0571432289727303')"
75,"(496.5511811023623, 734.3779527559054, '6.229638339848088')","(1137.3506493506488, 204.45454545454504, '4.7794369304586874')","(1133.1082802547767, 806.4267515923565, '2.6919614658960045')","(376.61452513966526, 194.20670391061537, '6.420077063275681')","(215.44936708860843, 815.6898734177213, '0.20829435461289533')","(898.0434782608695, 220.75000000000006, '4.872696106302169')","(1120.4785714285717, 587.7214285714285, '0.6266417443440621')","(801.2662721893493, 945.6094674556211, '3.431580717256638')","(102.59411764705999, 999.2176470588247, '0.3332237420788898')","(471.7213114754096, 481.2841530054642, '4.241722102652965')","(899.4492753623183, 579.2898550724636, '0.32978398087400324')","(1263.6256983240232, 925.9553072625706, '1.241055751530902')","(747.0479452054797, 24.349315068493297, '0.16237355604258144')","(667.9112903225807, 446.58064516129, '0.10075017267731778')","(376.7651515151514, 516.7954545454545, '0.5117672428237807')","(146.28472222222308, 716.5555555555553, '0.5397870886635546')","(1129.8955223880603, 792.6567164179102, '0.11336893656494622')"
76,"(493.0588235294116, 740.4453781512605, '7.000729415249908')","(1138.4477611940292, 197.17910447761312, '7.357696365419382')","(1132.992481203007, 808.1428571428578, '1.7200080467405305')","(377.6813186813179, 196.17032967033032, '2.2346978732544387')","(215.47133757961706, 815.585987261147, '0.10618397243904272')","(898.9783783783785, 218.70270270270356, '2.2506586709751883')","(1120.7629629629623, 588.074074074074, '0.45303134038288795')","(800.5151515151513, 945.9696969696977, '0.8330351553322597')","(102.25000000000045, 999.2797619047628, '0.3496787226922861')","(472.14659685863853, 485.44502617801066, '4.182551041554081')","(899.0441176470591, 579.875, '0.7117214064896267')","(1263.4285714285725, 923.4971428571441, '2.466055809793406')","(746.9020979020977, 24.195804195804158, '0.2117475476542139')","(667.9133858267717, 446.6062992125985, '0.025739492736902604')","(376.89230769230767, 516.6230769230768, '0.21420256320963288')","(146.29577464788736, 717.3098591549297, '0.7543845678048745')","(1130.6049382716044, 794.1728395061737, '1.6738877246071011')"
77,"(491.58333333333326, 739.8250000000003, '1.6006062505451806')","(1131.7160493827168, 194.4444444444431, '7.2659692682793615')","(1135.3486842105274, 805.1315789473688, '3.823544034436625')","(375.7570621468936, 196.31638418078944, '1.9297914732685986')","(215.51515151515173, 816.3454545454549, '0.7607300551976743')","(892.7593582887698, 227.05882352941086, '10.416379704364054')","(1120.8840579710154, 588.4057971014493, '0.35313477294988566')","(798.4127906976747, 945.9593023255804, '2.1023865142944094')","(102.09467455621382, 999.0355029585799, '0.2894623054526034')","(467.189473684211, 487.28421052631614, '5.287312099119764')","(899.0441176470587, 579.875, '4.547473508864641e-13')","(1261.977011494252, 924.9367816091942, '2.0444035754538414')","(746.838028169014, 24.352112676054617, '0.1689297833291125')","(667.9448818897637, 446.669291338583, '0.07042733787414564')","(376.90076335877853, 516.4122137404581, '0.21103265169058')","(146.13986013986028, 717.2937062937067, '0.15674899916431684')","(1129.9246575342474, 792.2397260273976, '2.049319302462272')"
78,"(494.9913793103444, 742.1551724137927, '4.128496198305283')","(1129.7101449275358, 191.76811594202968, '3.344605647329086')","(1132.1301369863008, 807.6780821917802, '4.104110745140057')","(374.8508287292812, 192.25414364640937, '4.162097688228601')","(215.43124999999947, 815.5687499999995, '0.7812230252469629')","(885.7171717171714, 221.8838383838388, '8.739156879590448')","(1120.8561151079132, 588.3597122302158, '0.05389451692848167')","(801.065476190476, 946.5535714285719, '2.7184363318806657')","(102.30769230769192, 999.2307692307693, '0.28897314667550655')","(466.2592592592588, 492.89947089947043, '5.69178776261958')","(899.1102941176466, 579.5588235294117, '0.32302768583071106')","(1259.6079545454563, 922.7727272727282, '3.2086698175124106')","(747.114864864865, 24.216216216216026, '0.30839326186924804')","(667.9126984126985, 446.5793650793646, '0.09551182279179855')","(376.99230769230735, 516.5615384615385, '0.17515204060175452')","(146.53061224489886, 717.1292517006798, '0.42394872421052415')","(1130.3959731543619, 793.7516778523484, '1.583709801300653')"
79,"(499.43103448275826, 746.4310344827586, '6.163889557962769')","(1132.2037037037035, 193.19135802469214, '2.8711414796321324')","(1135.612121212121, 804.5333333333338, '4.691871644830147')","(375.9447513812149, 188.65193370165827, '3.764649154234363')","(215.4687499999995, 815.6749999999998, '0.11267347735862172')","(884.9607843137251, 212.93627450980466, '8.97947777902551')","(1120.780141843971, 588.2411347517731, '0.14082810524841285')","(800.6084337349396, 946.1385542168682, '0.6173549158896292')","(102.48809523809473, 999.1607142857147, '0.19352755004010122')","(463.7087912087907, 494.8131868131866, '3.18860406367254')","(899.2928571428567, 579.6928571428572, '0.22648237835894255')","(1263.3276836158211, 923.2146892655375, '3.745893052398171')","(747.1418918918921, 24.243243243244024, '0.038221988172975827')","(667.917355371901, 446.59504132231376, '0.016353344062112092')","(376.60937499999966, 516.3046875000001, '0.461096370926076')","(146.51369863013713, 717.0616438356162, '0.06969141828633914')","(1129.9849624060146, 791.7819548872183, '2.01214770695842')"
80,"(499.8189655172418, 742.8103448275864, '3.641412372498691')","(1143.4460784313717, 194.2892156862735, '11.295852378745307')","(1133.9869281045742, 806.5490196078433, '2.589255451681864')","(373.0942408376951, 186.3717277486901, '3.650308144070736')","(215.8101265822781, 815.4367088607596, '0.4163179529741958')","(871.946859903382, 204.18840579710013, '15.680798307893573')","(1120.679104477611, 587.820895522388, '0.43221471436674475')","(800.4437869822488, 945.3254437869807, '0.8296126351276675')","(101.9704142011825, 999.1301775147921, '0.5185809004937346')","(460.9304812834224, 494.34759358288784, '2.8170521999955573')","(899.446043165468, 579.726618705036, '0.15686236197451098')","(1261.3276836158184, 924.2146892655361, '2.23606797750162')","(746.9513888888888, 24.222222222221603, '0.19165927443799977')","(667.9112903225805, 446.5483870967744, '0.04704680205858125')","(376.8615384615381, 515.9384615384618, '0.444643527153765')","(147.18620689655154, 717.2068965517243, '0.688015784653586')","(1129.7664233576647, 793.138686131387, '1.3742194091764384')"
81,"(502.6774193548384, 737.5403225806451, '5.995322578888189')","(1137.2791878172593, 194.60913705583732, '6.17518335996034')","(1132.688741721855, 807.3774834437088, '1.5400130556636724')","(369.35384615384737, 190.24615384615328, '5.385325428946726')","(215.94478527607424, 816.1840490797547, '0.7593749842748949')","(876.1428571428569, 201.17619047618967, '5.165252556575378')","(1121.16788321168, 587.6934306569343, '0.5051256703071285')","(801.4107142857141, 946.2916666666656, '1.3669436943098086')","(102.08875739644986, 999.130177514792, '0.11834319526735726')","(467.57062146892656, 498.1694915254236, '7.661485858911851')","(899.435714285714, 579.4285714285714, '0.29822619731491545')","(1263.5480225988708, 923.6158192090393, '2.2996848793325713')","(746.8896551724138, 24.268965517241327, '0.07743376123578527')","(667.9921875, 446.66406249999966, '0.14115648134525702')","(376.56589147286866, 516.294573643411, '0.46284227680787443')","(146.48611111111143, 717.4930555555554, '0.7563207548815731')","(1128.9230769230767, 793.6503496503494, '0.9864242319455787')"
82,"(496.609375, 736.4453124999997, '6.166052981365072')","(1126.3452380952363, 211.95833333333456, '20.507215022982813')","(1135.3874999999982, 804.8062499999999, '3.727537748419736')","(368.1581632653044, 193.19387755102207, '3.1809955375950953')","(214.78616352201163, 815.830188679245, '1.2114543128141448')","(871.4019138755981, 201.47368421052727, '4.750267948793682')","(1120.805755395682, 588.2014388489208, '0.6238660739653392')","(801.6969696969697, 947.2848484848497, '1.0336112830482287')","(102.26347305389095, 999.1257485029943, '0.17477178576811037')","(470.56353591160143, 496.73480662983394, '3.319014554171914')","(899.340579710145, 579.7028985507246, '0.29035488185586944')","(1262.3757225433508, 922.4624277456653, '1.644566595780255')","(746.972602739726, 24.376712328768804, '0.13597674182502728')","(667.936, 446.60799999999966, '0.07937278540214873')","(376.98461538461453, 516.4538461538459, '0.44799268615458526')","(146.32191780821813, 717.2328767123286, '0.30765641741702776')","(1130.5373134328356, 791.5447761194027, '2.6531489599459004')"
83,"(497.5912408759129, 737.0145985401456, '1.1349657236177713')","(1122.5098039215684, 206.10457516339778, '6.9983598087438255')","(1133.4901960784307, 806.1372549019599, '2.3176143380288847')","(367.9682539682533, 195.8941798941794, '2.7069721619490923')","(215.5875000000002, 815.2937499999998, '0.9643166531515669')","(876.5346534653468, 213.41584158415736, '12.998466772382079')","(1121.0647482014383, 587.68345323741, '0.5791255193528936')","(801.2738095238093, 947.380952380951, '0.4339360448211726')","(102.22222222222194, 999.093567251461, '0.052318869097431206')","(477.5459770114945, 492.37931034482756, '8.22950980327382')","(899.1111111111115, 579.7703703703704, '0.23918253361959652')","(1261.4124293785324, 924.3615819209026, '2.129488272498152')","(746.9383561643834, 24.29452054794524, '0.08904109589195741')","(667.8852459016395, 446.5819672131147, '0.05704107724608754')","(377.0153846153849, 516.4307692307692, '0.038461538462320276')","(146.48965517241413, 717.4206896551722, '0.2518124795299025')","(1129.835714285714, 792.6785714285709, '1.3333166039367852')"
84,"(484.93181818181785, 737.4924242424244, '12.668437170761308')","(1123.95731707317, 204.2073170731701, '2.386395311970403')","(1134.5911949685528, 806.1761006289305, '1.1016839594702441')","(370.4371584699446, 197.37704918032767, '2.8799983955331694')","(215.37106918238936, 815.4465408805033, '0.2649289564708575')","(879.4299516908209, 217.16908212560338, '4.740207419131311')","(1121.0962962962956, 587.8444444444444, '0.16405319573696725')","(801.674556213018, 948.7692307692301, '1.4449618653357599')","(102.24550898203529, 999.1676646706583, '0.07767046230263457')","(473.94565217391244, 490.7445652173916, '3.954077713928463')","(899.3913043478258, 579.7391304347826, '0.28192939448722165')","(1263.365168539327, 925.6685393258421, '2.3497506013249594')","(746.8758620689654, 24.206896551724867, '0.10762656120005641')","(667.9333333333332, 446.55833333333374, '0.05358135273020507')","(376.96124031007713, 516.612403100775, '0.18953223612504425')","(146.60563380281678, 717.7183098591552, '0.31941951807764984')","(1130.1357142857137, 792.6642857142856, '0.30033994345154447')"
85,"(487.4491525423733, 733.4576271186438, '4.75568713362234')","(1131.7039106145257, 208.7765363128495, '8.993746491603455')","(1134.3741496598645, 806.074829931973, '0.23950870565774912')","(360.92385786802083, 204.4873096446704, '11.876813217919983')","(215.42500000000047, 815.4312499999999, '0.05605661526326355')","(880.9317073170735, 213.39512195121995, '4.06177859549404')","(1120.8592592592597, 587.8592592592593, '0.2374995487674407')","(800.4131736526949, 946.3173652694618, '2.757304914666066')","(102.32544378698276, 998.899408284024, '0.27991259709423333')","(472.0769230769235, 497.15384615384585, '6.676153874824111')","(899.4420289855077, 579.4565217391304, '0.2871248225532314')","(1262.0056497175133, 923.7570621468931, '2.345642008599885')","(747.034013605442, 24.27210884353667, '0.17106885015479162')","(667.8387096774193, 446.53225806451576, '0.09815067958216307')","(376.7121212121217, 516.6212121212122, '0.24927479577203415')","(146.64583333333383, 717.048611111111, '0.6709041774991092')","(1129.979166666667, 792.8958333333331, '0.2795021590538794')"
86,"(481.54838709677415, 731.4274193548389, '6.24025451469658')","(1131.5392670157069, 212.35602094240835, '3.583269139749369')","(1131.3592814371257, 806.5988023952102, '3.060061689363713')","(366.75121951219506, 203.10731707317103, '5.988532644094582')","(215.61635220125783, 815.2767295597487, '0.24595168505513137')","(875.9064039408867, 220.88177339901438, '9.016852218123399')","(1121.654135338346, 588.3533834586466, '0.9359416143775142')","(802.4695121951219, 948.0792682926825, '2.707919951605825')","(102.05294117647054, 999.1588235294121, '0.376236550956582')","(468.42168674698786, 497.6204819277107, '3.684901840365872')","(899.3430656934306, 579.7080291970802, '0.27027714402652225')","(1260.310344827586, 922.2931034482757, '2.239918244282289')","(746.9513888888888, 24.22222222222274, '0.09651693515453787')","(667.8503937007873, 446.44094488188966, '0.0920576652070412')","(376.93893129770987, 516.5877862595419, '0.22925990306401028')","(146.71830985915494, 717.838028169014, '0.7927371179044215')","(1129.7286821705427, 792.6046511627908, '0.3840957422835985')"
87,"(482.06400000000036, 733.5439999999996, '2.178478894422085')","(1130.112994350282, 212.0112994350294, '1.467339985752407')","(1133.3190184049072, 806.165644171779, '2.00703637969408')","(371.20388349514485, 212.03398058252571, '9.97554700025531')","(215.70588235294122, 815.4444444444441, '0.19011557171588167')","(878.8786407766994, 225.19902912621507, '5.24145865405893')","(1120.94074074074, 587.762962962963, '0.9260281926682984')","(801.6084337349396, 945.4036144578326, '2.8107969614571413')","(101.99999999999955, 999.1479289940828, '0.054050523273819956')","(464.43558282208596, 503.31288343558253, '6.949277619072325')","(899.0294117647062, 579.7573529411765, '0.3175084545896911')","(1261.4237288135598, 923.5875706214699, '1.7074159313712272')","(747.1020408163266, 24.190476190477966, '0.15396042924164174')","(667.8606557377049, 446.47540983606524, '0.035960290154856286')","(376.61538461538464, 516.8999999999997, '0.4496219249262231')","(146.3691275167779, 717.1073825503353, '0.8097970908334851')","(1129.810606060606, 792.4545454545452, '0.17100657125101368')"
88,"(478.3596491228076, 731.1754385964916, '4.396850980366148')","(1132.3006134969337, 212.52760736196217, '2.2477213809124352')","(1134.0784313725503, 805.477124183007, '1.0250696709800369')","(375.40099009901115, 209.41584158415708, '4.94675203128243')","(215.61146496815383, 816.0127388535036, '0.5760843496558168')","(885.1116504854377, 233.10679611650357, '10.068921928484842')","(1121.0303030303041, 587.8257575757576, '0.10938266365377489')","(800.9464285714284, 947.9702380952373, '2.650624027016958')","(102.07647058823636, 999.0058823529412, '0.16132265533676446')","(467.22292993630646, 507.1910828025479, '4.775953754495939')","(899.2949640287776, 579.841726618705, '0.27863402953182415')","(1260.442622950821, 924.8142076502722, '1.5707345779377848')","(746.9379310344826, 24.241379310343405, '0.17182301390942153')","(667.9516129032257, 446.5725806451617, '0.13309910630822763')","(376.58015267175614, 516.7862595419847, '0.119072169885819')","(147.10738255033675, 717.1543624161077, '0.7397483371816282')","(1129.8518518518529, 792.244444444445, '0.21411130222548677')"
89,"(481.47199999999964, 735.8640000000003, '5.62755151173483')","(1129.9738219895298, 205.86387434554928, '7.0582785743379395')","(1133.2066666666663, 806.2533333333336, '1.1672507646070418')","(380.7330097087375, 213.101941747573, '6.4821113484142625')","(215.65161290322538, 815.4258064516131, '0.5883039189734224')","(884.4641148325355, 233.22966507176983, '0.6590896767115292')","(1121.2318840579705, 588.0, '0.2664494945030035')","(798.329341317365, 946.0059880239523, '3.2722200472957566')","(101.99999999999966, 999.147928994083, '0.16132265533691076')","(468.4088050314462, 508.45911949685546, '1.7361499933425038')","(899.1811594202895, 579.7246376811594, '0.163282908501442')","(1262.0393258426975, 925.0786516853934, '1.6184532037219597')","(747.0273972602738, 24.22602739725903, '0.09077382217724915')","(667.9674796747967, 446.6260162601628, '0.05574154097829555')","(377.0451127819546, 516.3308270676692, '0.6508507069496249')","(146.15862068965475, 717.2758620689657, '0.9565099235916911')","(1129.693430656934, 792.7810218978104, '0.5594753242634455')"
90,"(478.6818181818188, 742.7651515151518, '7.443856985030398')","(1129.5949999999987, 202.3200000000005, '3.564063899089225')","(1132.9554140127382, 806.5031847133762, '0.35433544589147137')","(374.92307692307634, 213.0512820512825, '5.810153645019083')","(215.47826086956508, 816.1801242236027, '0.7739807676638246')","(880.5052083333339, 230.98437500000045, '4.5512930224065675')","(1121.0661764705874, 587.8382352941177, '0.23157466309063984')","(801.5147928994087, 945.3786982248525, '3.2466281391005283')","(102.09523809523728, 999.2380952380956, '0.1311497096597275')","(478.2011494252879, 513.7758620689655, '11.14261012086888')","(899.0000000000007, 579.9571428571429, '0.29474971148166706')","(1262.4689265536715, 926.2033898305089, '1.2039903097396856')","(747.0205479452055, 24.253424657534765, '0.028240449492188954')","(667.869918699187, 446.63414634146363, '0.09789914291692149')","(376.717557251909, 516.3053435114505, '0.3285453346206443')","(146.93150684931481, 717.3013698630137, '0.7733069657977194')","(1129.6330935251806, 792.8201438848923, '0.07191035628796215')"
91,"(479.9384615384612, 747.2307692307697, '4.639061770211063')","(1124.7446808510651, 199.52127659574546, '5.599861475075624')","(1133.1866666666676, 807.1466666666673, '0.6837739496067421')","(373.301020408164, 214.70918367347008, '2.3194191355642886')","(215.38036809815958, 815.4846625766877, '0.7023175186645448')","(882.8435754189941, 227.51955307262642, '4.1800659822197295')","(1121.0451127819556, 587.8045112781955, '0.03976164268106678')","(801.2634730538924, 947.4910179640726, '2.12721798258879')","(102.24550898203643, 999.1676646706594, '0.1659572362049704')","(478.8154761904762, 517.2142857142858, '3.492871961455868')","(899.4316546762587, 579.4892086330935, '0.6366224921978026')","(1261.4120879120892, 923.708791208792, '2.709230554569509')","(747.125874125874, 24.069930069930933, '0.21157473387461354')","(667.8870967741934, 446.63709677419405, '0.017429610271694113')","(376.94656488549606, 516.4503816793894, '0.27107299090874243')","(145.93793103448388, 717.0827586206901, '1.0173415233279475')","(1129.8521126760568, 793.4507042253526, '0.6675145926584269')"
92,"(475.7814569536423, 745.046357615894, '4.6959920380479145')","(1125.2680412371121, 195.69072164948534, '3.866142430123487')","(1131.0804597701144, 806.2758620689655, '2.2791244236475943')","(379.0706521739124, 217.97826086956684, '6.631403805105876')","(215.57324840764244, 816.0828025477706, '0.6284697596489884')","(878.421052631579, 231.20175438596556, '5.754764488418482')","(1121.0222222222214, 587.8740740740741, '0.07323223535704737')","(801.3173652694611, 946.4491017964077, '1.0433090008911217')","(102.14705882352837, 999.3411764705893, '0.19949631180843844')","(471.50887573964496, 510.9171597633135, '9.645735088135874')","(899.0074626865675, 579.5820895522387, '0.4342415333193003')","(1261.4078212290487, 923.720670391063, '0.012622185056238657')","(747.2689655172416, 24.12413793103508, '0.1530151577098922')","(667.8870967741937, 446.5725806451612, '0.06451612903282467')","(376.4531250000003, 516.2109374999999, '0.5484673514819073')","(147.26845637583756, 717.3422818791945, '1.355599500475361')","(1128.6694214876027, 792.2066115702478, '1.7165444887135344')"
93,"(464.0125786163521, 751.0251572327049, '13.200475073872097')","(1122.1701030927848, 192.44329896907175, '4.488092558241544')","(1133.605095541402, 806.0254777070069, '2.537021502939736')","(376.17741935483934, 221.4892473118286, '4.5494858987700075')","(215.32500000000005, 815.3562500000004, '0.7677928604567568')","(880.1726190476187, 235.5654761904769, '4.702132802991201')","(1121.474074074075, 588.5259259259259, '0.7931462240886146')","(800.6923076923078, 945.0118343195272, '1.5673017497773418')","(102.03468208092556, 999.0346820809254, '0.3264465395335456')","(470.5644171779138, 513.3865030674847, '2.643796196510281')","(899.3428571428568, 579.8142857142857, '0.40792707556496')","(1264.1420454545469, 924.2329545454552, '2.7818010658819725')","(747.1013513513512, 24.101351351350445, '0.1691559541394559')","(667.9439999999998, 446.5440000000004, '0.06367755008604602')","(376.77692307692297, 516.3, '0.335823351667348')","(146.68275862069095, 717.3655172413796, '0.5861584618852259')","(1129.9051094890513, 792.4233576642339, '1.254553189857735')"
94,"(464.3470588235299, 764.8352941176466, '13.814186830567369')","(1115.4585365853663, 189.07317073170782, '7.510185704746473')","(1131.6835443037978, 805.6835443037971, '1.9517370752663037')","(371.05759162303707, 219.0994764397899, '5.650100956989726')","(215.43312101910874, 815.3503184713373, '0.1082835989676323')","(880.5485714285719, 232.5657142857134, '3.0232286843728278')","(1121.0948905109494, 587.7883211678832, '0.8293617748798144')","(802.4821428571431, 946.2976190476181, '2.2038040485198964')","(102.15789473684265, 998.9707602339173, '0.13880692022761393')","(470.2994350282489, 516.322033898305, '2.9474661657663885')","(899.3669064748206, 579.7913669064749, '0.033221109544549515')","(1261.92349726776, 925.5519125683056, '2.5810087801355395')","(746.8657718120804, 24.214765100671798, '0.26145821436355104')","(667.8870967741934, 446.57258064516145, '0.06367755008635126')","(376.98437500000034, 516.53125, '0.3106651942019266')","(146.21985815602886, 717.3262411347519, '0.4645637230092436')","(1129.6714285714288, 791.9857142857144, '0.49612347054220485')"
95,"(462.9597315436248, 762.9060402684568, '2.3762780553173535')","(1120.2697674418594, 198.98604651162827, '11.018758940216637')","(1131.4064516129038, 806.8774193548392, '1.2256092349715346')","(368.4438202247198, 220.45505617977472, '2.9443840364529206')","(215.87898089172052, 815.5414012738854, '0.48508108954587537')","(877.7515923566885, 233.13375796178275, '2.85407875617963')","(1121.0142857142864, 588.05, '0.27381187779767757')","(800.423312883436, 948.8957055214717, '3.314941053209781')","(102.04761904761983, 999.1547619047619, '0.2145165320136895')","(469.1593406593412, 513.554945054945, '2.9927572298905574')","(899.3669064748208, 579.7266187050359, '0.06474820143898796')","(1262.0999999999995, 923.7388888888885, '1.8215949266001104')","(747.1476510067114, 24.127516778523955, '0.2950731266710213')","(667.7950819672132, 446.5491803278687, '0.09494366515474977')","(376.9389312977105, 516.587786259542, '0.0725360511801324')","(146.5107913669068, 717.7841726618703, '0.5425342539608157')","(1129.755395683454, 792.8273381294964, '0.8458020869708804')"
96,"(464.2896551724133, 767.6827586206903, '4.958400455285383')","(1112.3364485981303, 202.6588785046721, '8.742267596304291')","(1132.960264900663, 807.0596026490073, '1.5644572496209137')","(365.84736842105303, 214.54736842105234, '6.453087371431022')","(215.6898734177213, 815.7531645569621, '0.28391076904865803')","(882.8380281690135, 235.02816901408437, '5.427764043138194')","(1121.059701492538, 587.7611940298508, '0.2923550603426982')","(801.6566265060237, 945.415662650602, '3.692121459913117')","(102.45029239766154, 999.21052631579, '0.40651629287290114')","(472.082417582417, 516.5164835164834, '4.161140319358301')","(899.3913043478254, 579.7391304347825, '0.027418964028641666')","(1261.610169491525, 923.1977401129941, '0.7299150119597835')","(746.9791666666666, 24.208333333332575, '0.1868643582159312')","(667.8888888888889, 446.65079365079373, '0.13829318837218324')","(376.55813953488325, 516.2248062015503, '0.5260768851952161')","(146.3537414965989, 716.3061224489795, '1.4863704429213902')","(1129.8531468531469, 793.2587412587415, '0.4423391810576302')"
97,"(465.0492957746469, 773.704225352113, '6.069193969728803')","(1116.1374407582923, 203.7345971563969, '3.950279992517159')","(1133.4966442953007, 805.9865771812085, '1.199619318590909')","(365.71502590673475, 219.92746113989574, '5.38172019009237')","(215.59354838709578, 815.5032258064516, '0.2678579670866009')","(884.702702702702, 232.18243243243188, '3.4022386466475103')","(1121.0588235294103, 587.7205882352941, '0.04061528494090085')","(800.7272727272727, 946.4545454545447, '1.3939067136671957')","(102.24418604651044, 998.8197674418606, '0.4417831204782076')","(468.9945652173909, 520.711956521739, '5.209301869351197')","(899.3021582733807, 579.5107913669065, '0.2451239533530296')","(1261.3295454545441, 925.8693181818178, '2.686276089301175')","(747.054794520548, 23.760273972601567, '0.4543971424000963')","(668.063492063492, 446.72222222222206, '0.18864864006343787')","(376.85156249999926, 516.5234374999998, '0.41866178338972654')","(146.34507042253404, 716.6408450704223, '0.33483491578830965')","(1129.8783783783776, 792.7499999999999, '0.5093665656591757')"
98,"(455.5642857142851, 769.464285714286, '10.389538198475458')","(1123.0518867924536, 199.43396226415075, '8.142789720712054')","(1132.1428571428562, 806.5324675324679, '1.459704055526965')","(371.3276836158185, 223.39548022598785, '6.597657382801596')","(215.62025316455623, 815.4050632911395, '0.10173015556661268')","(881.7323943661969, 233.9859154929569, '3.474950756991035')","(1120.780303030302, 587.8333333333334, '0.30047483348091836')","(800.0000000000002, 944.5058139534872, '2.080019250643685')","(102.23668639053164, 999.0887573964499, '0.2690944824959341')","(469.4606741573033, 520.5674157303372, '0.4880057215292689')","(899.4214285714281, 579.7142857142857, '0.23587147646890363')","(1261.5480225988713, 925.0960451977389, '0.8035442554704558')","(747.2364864864866, 24.195945945945823, '0.47204029366603956')","(667.9920634920635, 446.666666666667, '0.09049011310277152')","(376.83464566929064, 515.9606299212601, '0.5630617637951105')","(146.16216216216253, 716.7635135135139, '0.22023391801138045')","(1129.086330935251, 792.7985611510794, '0.7935347109973386')"
