,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
48,"(792.3840579710147, 1129.5797101449284, '0.6840282992859742')","(724.969230769231, 515.7384615384619, '2.092959067059852')","(182.25153374233128, 928.8588957055217, '6.004245747115618')","(999.1775147928993, 102.55029585798934, '0.04631453058900103')","(167.59523809523682, 348.2976190476204, '1.2783887550985593')","(947.0304878048767, 800.3963414634146, '1.0543459975079108')","(716.6689655172415, 146.1379310344838, '0.5096817833597188')","(579.9280575539568, 898.9496402877704, '0.5469634273652059')","(182.99543378995384, 1151.7305936073071, '8.62518816720911')","(459.13989637305724, 449.316062176167, '3.537967391811374')","(24.3219178082187, 747.054794520548, '0.11044061688700765')","(923.3714285714276, 1264.3485714285712, '2.4064599848152723')","(446.6015625000002, 667.4921875, '0.09499505969538899')","(587.9029850746268, 1119.7089552238817, '0.24647168025221944')","(515.8059701492539, 376.5970149253742, '0.08884466831381353')","(816.0188679245285, 215.52830188679349, '0.6122634241346258')","(805.8838709677419, 1132.851612903227, '0.9726090644755492')"
49,"(792.7913669064747, 1129.8057553956844, '0.4658293939789902')","(723.3695652173915, 512.659420289855, '3.4697874413809413')","(186.68354430379804, 925.2911392405063, '5.689604890553703')","(999.2529411764704, 102.4294117647072, '0.14248544959840018')","(174.12658227848192, 342.59493670886224, '8.670584910880804')","(946.0877192982464, 801.7894736842104, '1.6821503623972769')","(716.5172413793105, 145.75862068965637, '0.40852974398939584')","(579.9037037037037, 898.637037037037, '0.3135504782188458')","(194.1244019138759, 1154.9377990430633, '11.581886642961788')","(455.2284263959388, 456.2385786802043, '7.951152880593312')","(24.409722222222058, 746.9722222222222, '0.12053132194277709')","(924.4530386740339, 1262.9668508287293, '1.7547171367737193')","(446.7338709677421, 667.2016129032257, '0.31927907373758974')","(587.2394366197183, 1119.6690140845085, '0.6647494615461957')","(516.259842519685, 376.511811023622, '0.4618006426094981')","(815.6265822784811, 215.43670886076006, '0.40283658040549736')","(806.2774193548383, 1133.722580645163, '0.9557537028329981')"
50,"(792.1214285714287, 1129.8142857142861, '0.6699926410786443')","(720.201388888889, 512.6319444444442, '3.1682954676867383')","(184.85714285714306, 920.5962732919253, '5.0376094052128035')","(999.122093023256, 102.51162790697788, '0.15453392264966417')","(172.17948717948735, 350.89743589743716, '8.527758914323035')","(947.3139534883722, 802.3255813953486, '1.3383055581501266')","(717.1468531468533, 146.43356643356685, '0.9230182744947961')","(580.2463768115942, 898.9130434782606, '0.440005016412647')","(197.76811594202917, 1163.1352657004843, '8.970792134393193')","(460.1507537688444, 455.19597989949847, '5.03153246870028')","(24.268965517241554, 746.9241379310345, '0.14874323196701328')","(923.8651685393261, 1265.3595505617996, '2.4638594334733774')","(446.66393442622973, 667.2377049180327, '0.07870040261358739')","(587.2246376811594, 1119.7028985507259, '0.036975202951535634')","(516.1640625000001, 376.3124999999998, '0.2211304961061875')","(815.3144654088053, 215.26415094339654, '0.356641521953174')","(805.1764705882355, 1134.4379084967336, '1.312928833531018')"
51,"(793.1379310344826, 1129.5034482758615, '1.0629662132546296')","(721.4557823129251, 513.8435374149658, '1.7439783222512046')","(187.08720930232687, 920.6279069767437, '2.230290797171961')","(999.3117647058823, 102.45294117647006, '0.19854339457157485')","(172.23602484472178, 353.62111801242185, '2.7242688507336417')","(946.4397590361457, 801.590361445783, '1.1422628044995131')","(716.4893617021276, 145.94326241134706, '0.820178659861687')","(580.0503597122303, 898.5827338129493, '0.38409266881986237')","(203.8523809523819, 1161.8523809523806, '6.218044225728834')","(457.0697674418601, 455.58720930232505, '3.1057265160828877')","(24.358620689656732, 746.9517241379311, '0.09380324488918931')","(923.7175141242947, 1263.6723163841802, '1.6936826728773464')","(446.471074380165, 667.4462809917356, '0.2840756517011221')","(587.2428571428571, 1119.6642857142851, '0.04269543210408824')","(516.3333333333335, 376.67424242424204, '0.3993872763547248')","(814.9689440993786, 215.96273291925417, '0.7793598349036539')","(806.7898089171971, 1132.6369426751587, '2.417920274570191')"
52,"(793.6730769230769, 1129.314102564102, '0.5676556356111586')","(721.9548387096773, 509.62580645161256, '4.24715337212679')","(189.25903614458002, 918.5783132530115, '2.98624618293497')","(999.3117647058825, 102.45294117646995, '2.5421149729252077e-13')","(182.46478873239585, 362.07746478873173, '13.271677040637766')","(946.3392857142873, 800.4523809523807, '1.1424073230547878')","(716.7642857142856, 145.77142857142803, '0.3242068490985474')","(580.2877697841726, 898.9280575539564, '0.419060888610218')","(199.90909090909207, 1162.4727272727266, '3.991787309298379')","(458.04651162790685, 455.29651162790634, '1.0190850518423684')","(24.34931506849523, 746.8698630136987, '0.08238833804489026')","(922.7039106145266, 1264.1452513966474, '1.1185077563572507')","(446.5284552845527, 667.5528455284554, '0.12103127147408385')","(587.7388059701492, 1119.6492537313427, '0.49617658127279596')","(516.4108527131782, 376.54263565891426, '0.15274028588276642')","(815.4223602484471, 215.49689440993728, '0.6500705507856034')","(807.1917808219177, 1132.7465753424651, '0.41665421385780926')"
53,"(793.1069182389934, 1129.4465408805038, '0.5814426568582964')","(722.0476190476188, 511.16071428571445, '1.5377094167286214')","(186.86792452830144, 916.2264150943392, '3.353928996008767')","(999.2023809523805, 102.1547619047625, '0.31760932543956805')","(181.75539568345283, 363.9856115107918, '2.0357461557859295')","(947.1607142857139, 802.029761904762, '1.7784475159226185')","(716.8428571428569, 145.90000000000077, '0.15067873649912125')","(579.9264705882352, 898.8970588235292, '0.3626265713831286')","(197.10798122065694, 1165.1361502347422, '3.8652344510051564')","(458.8742514970056, 452.3413173652697, '3.0689291977522566')","(24.458904109590094, 746.9315068493152, '0.12573671062024736')","(921.9999999999995, 1260.8770949720683, '3.343102835504948')","(446.4758064516126, 667.3709677419354, '0.1893447354413714')","(587.2246376811594, 1119.7173913043484, '0.5186634344715598')","(516.5312499999999, 376.68749999999983, '0.18836449769576566')","(815.201257861635, 215.78616352201254, '0.3640918629341292')","(806.4577464788729, 1132.5211267605641, '0.7678759534263848')"
54,"(791.0232558139535, 1129.2248062015499, '2.095427252226668')","(721.0617977528091, 499.1629213483145, '12.038225741114184')","(193.70700636942706, 913.388535031847, '7.404498880998297')","(999.2982456140353, 102.51461988304004, '0.3724081066306015')","(175.32450331125926, 368.1192052980123, '7.644800474864289')","(946.3113772455099, 800.4730538922158, '1.7733339347646915')","(717.2649006622516, 146.83443708609195, '1.0253259970007857')","(579.8550724637681, 899.3115942028982, '0.4206391243405954')","(197.2511848341233, 1168.9952606635063, '3.8617665098120106')","(461.64739884393055, 450.97109826589514, '3.09319359045753')","(24.383561643835606, 746.9589041095891, '0.0801691774716623')","(923.82122905028, 1262.7150837988818, '2.587484914173672')","(446.32258064516145, 667.5, '0.20031842497348115')","(587.2189781021898, 1119.7956204379552, '0.07843359088414127')","(516.5999999999999, 376.8769230769229, '0.20151343521214274')","(816.1602564102564, 215.6153846153839, '0.9740860594460641')","(804.3999999999999, 1131.6117647058813, '2.2497244093024347')"
55,"(790.7196969696972, 1129.6666666666665, '0.5360864133321073')","(722.7873563218392, 502.82183908045954, '4.045396315042392')","(200.22857142857157, 908.3885714285715, '8.217691090247593')","(999.3372781065091, 102.4319526627213, '0.09141884260885588')","(173.37162162162264, 375.99999999999926, '8.119154637558282')","(945.9822485207111, 801.6745562130179, '1.2457662478894274')","(716.986206896552, 146.1862068965512, '0.7056008742000832')","(580.1538461538462, 899.1468531468529, '0.3411822583748679')","(194.31797235023106, 1167.0092165898611, '3.542330664706855')","(464.2558139534884, 445.83139534883657, '5.763711951458907')","(24.268965517242805, 746.9241379310344, '0.11975374483235098')","(922.2824858757068, 1263.5254237288127, '1.7390748573123298')","(446.47500000000036, 667.3833333333332, '0.19194470776931988')","(587.45, 1119.7714285714278, '0.2322850913724996')","(516.4094488188975, 376.5905511811023, '0.34397473066402273')","(816.025641025641, 215.3589743589738, '0.28959889738643224')","(803.7169811320754, 1133.666666666666, '2.16544148902198')"
56,"(792.3617021276597, 1130.2553191489367, '1.7443315864989937')","(722.9595375722542, 507.60693641618474, '4.788194116298845')","(197.39751552795076, 908.4906832298134, '2.8328968093442404')","(999.2674418604656, 102.22674418604743, '0.2167662800350956')","(172.58450704225424, 376.74647887324016, '1.0847949434106383')","(945.976470588236, 801.3235294117645, '0.3510743506750083')","(716.6095890410957, 145.5958904109599, '0.7002246512436987')","(579.822695035461, 899.333333333333, '0.38004726437300357')","(196.80733944954187, 1170.9541284403679, '4.6646841332934486')","(456.46153846153857, 448.3136094674562, '8.179982724620205')","(24.409722222221717, 746.9722222222222, '0.14874323196554387')","(925.0960451977408, 1262.276836158192, '3.0781629229318694')","(446.52845528455265, 667.5528455284554, '0.17774096810159332')","(587.7388059701492, 1119.6492537313443, '0.313585044195714')","(516.5725190839696, 376.91603053435085, '0.3640449432992849')","(815.7562499999999, 215.69375000000025, '0.42970484581934665')","(805.6883116883121, 1133.688311688313, '1.9714493827929158')"
57,"(792.775510204082, 1130.6530612244892, '0.5739650536201595')","(726.4363636363635, 503.23030303030316, '5.5895652133669955')","(198.36249999999984, 911.4875000000002, '3.1483496923576757')","(999.3274853801172, 102.15789473684151, '0.09135354896284194')","(174.41830065359403, 378.8169934640517, '2.765832547309034')","(947.6646341463411, 801.621951219512, '1.7143371238625402')","(716.9859154929576, 146.07746478873116, '0.6111754900981967')","(579.9071428571428, 899.2214285714289, '0.14019311796100445')","(200.63687150838018, 1160.603351955307, '11.036479947581027')","(457.1288659793818, 444.98453608247365, '3.3952990470163478')","(24.43356643356674, 746.923076923077, '0.054624233108873856')","(922.3707865168533, 1263.1348314606726, '2.8571298214871317')","(446.57377049180315, 667.3852459016395, '0.17361769183174933')","(587.8181818181819, 1119.696969696969, '0.09261392242211766')","(516.7862595419848, 376.5801526717558, '0.39811923085172357')","(815.1012658227847, 215.51265822784808, '0.6795575783871788')","(805.4437086092721, 1136.4635761589393, '2.786022890824239')"
58,"(792.0362318840574, 1130.1956521739125, '0.869341977594442')","(724.060606060606, 496.22424242424273, '7.397912494383859')","(192.79761904761995, 914.9642857142854, '6.561702440466087')","(999.174418604652, 102.04651162790822, '0.18930302350186906')","(174.81617647058914, 378.9264705882348, '0.4126625818619033')","(946.892215568862, 801.5688622754492, '0.7742408506508699')","(717.5448275862066, 146.42068965517285, '0.6558856889152775')","(580.0000000000001, 899.0802919708027, '0.16894374512223295')","(197.1920529801319, 1158.4304635761587, '4.072863685516708')","(451.4627659574463, 445.5851063829782, '5.697839427750283')","(24.434482758620675, 746.9793103448275, '0.05624088702508425')","(923.2742857142866, 1263.4742857142874, '0.965163193485893')","(446.6178861788614, 667.7154471544715, '0.33313519960588356')","(587.793893129771, 1119.6488549618316, '0.053897756187673174')","(516.3636363636364, 376.7045454545451, '0.44054956053478894')","(816.0573248407638, 215.40764331210158, '0.9618092214095296')","(805.2751677852345, 1134.5234899328855, '1.947393276637022')"
59,"(792.724637681159, 1129.5652173913036, '0.9334615988921688')","(732.2439024390244, 499.6036585365854, '8.853631620832022')","(196.2236024844717, 915.5838509316766, '3.4815547630596835')","(999.25730994152, 102.32748538011822, '0.2929457682895077')","(178.88321167883169, 375.9270072992694, '5.053469640448583')","(946.8143712574847, 800.62874251497, '0.943337108809612')","(717.6549295774646, 146.767605633803, '0.3639686040139854')","(579.5289855072463, 899.2898550724634, '0.515530160089421')","(196.85263157894695, 1158.663157894736, '0.4115258600386484')","(450.928571428571, 450.5758928571421, '5.019294116245581')","(24.354166666667766, 746.9374999999999, '0.09054711238460023')","(923.5966850828725, 1262.4309392265209, '1.0920225484847805')","(446.7165354330706, 667.8582677165355, '0.17357819075076092')","(587.7575757575756, 1119.719696969696, '0.07960867792804924')","(516.8217054263565, 376.24806201550325, '0.6466872477023038')","(815.6305732484072, 215.70700636942672, '0.5212822284232828')","(805.3975155279501, 1135.596273291925, '1.0797375169825345')"
60,"(791.9214285714288, 1129.3285714285705, '0.8373447232959027')","(731.8402777777779, 500.74305555555554, '1.2087755929056463')","(202.54777070063716, 910.3184713375797, '8.22917528652107')","(999.301775147929, 102.20710059171756, '0.12833414144047298')","(184.74149659863974, 375.32653061224414, '5.888979067148339')","(946.1309523809526, 800.7321428571431, '0.6911967820829911')","(717.2857142857144, 146.16428571428582, '0.7073293836313774')","(579.8333333333333, 899.1086956521738, '0.3541840408651425')","(195.33613445378182, 1153.7899159663857, '5.10374866376333')","(448.7165775401072, 448.8074866310153, '2.831991797870378')","(24.383561643834355, 746.9589041095892, '0.03636207625995785')","(922.3202247191014, 1263.6460674157306, '1.7623528524364136')","(446.6190476190479, 667.6746031746031, '0.20793397472789263')","(587.5179856115108, 1119.719424460431, '0.23959030104051673')","(516.4682539682542, 376.59523809523745, '0.4954383549688668')","(815.9363057324844, 215.58598726114644, '0.3288129808704567')","(804.6357615894042, 1133.9801324503305, '1.7866673676875857')"
61,"(788.4561403508777, 1129.342105263157, '3.465314648941527')","(731.0328947368423, 495.9605263157897, '4.850201367366684')","(200.1455696202528, 907.3164556962022, '3.8448235254267624')","(999.3117647058814, 102.16470588235416, '0.04355574187282308')","(192.97931034482679, 375.4551724137923, '8.238818120942698')","(946.4371257485036, 800.8802395209582, '0.34010991286737535')","(717.0000000000005, 146.31372549019648, '0.32243588461162764')","(579.9136690647482, 899.1510791366901, '0.09083055378957632')","(184.45360824742272, 1149.639175257731, '11.647232506590383')","(451.81415929203604, 449.8097345132734, '3.2556894089229806')","(24.44755244755106, 747.0419580419582, '0.10484645269281356')","(923.0804597701142, 1261.747126436783, '2.0454667375235043')","(446.65625000000057, 667.9140624999999, '0.24233197409342522')","(587.75, 1119.621212121211, '0.25194511315176904')","(516.8549618320612, 376.5114503816787, '0.39568087251420647')","(815.6560509554147, 215.3821656050951, '0.3465342804772408')","(800.7257142857147, 1132.7085714285706, '4.111610067740892')"
62,"(791.301470588235, 1129.6249999999984, '2.8593589476930537')","(730.0872483221475, 495.1476510067115, '1.2470017681359296')","(199.77419354838685, 910.4129032258065, '3.1186387239222566')","(999.2035928143712, 102.1556886227545, '0.1085470823356589')","(189.29677419354812, 367.7548387096762, '8.535585021556537')","(948.2987804878046, 802.1280487804879, '2.241157360947691')","(717.1232876712327, 146.63698630136912, '0.3459731231148747')","(579.6029411764706, 899.1838235294118, '0.312448421036448')","(188.22340425531888, 1149.4680851063822, '3.7736764277079193')","(446.10576923076894, 453.3028846153835, '6.692369888719908')","(24.337931034484086, 747.0275862068967, '0.11055950364322387')","(923.0674157303367, 1260.9438202247193, '0.8034121092651476')","(446.66923076923047, 667.8000000000001, '0.11479875555078276')","(587.2246376811595, 1119.7608695652161, '0.5436081012305568')","(516.6076923076921, 376.76153846153784, '0.3516905818604964')","(815.5249999999997, 215.43749999999898, '0.14225416751204253')","(804.687116564417, 1132.576687116564, '3.963597038734018')"
63,"(792.3481481481485, 1128.8962962962964, '1.2753599500593873')","(727.1283783783787, 490.18918918918916, '5.774188682400798')","(202.81325301204674, 912.6265060240964, '3.759776558820711')","(999.2807017543846, 102.2339181286527, '0.109843726371025')","(192.9084507042241, 368.17605633802816, '3.636156144639973')","(945.6526946107781, 800.3892215568862, '3.1662739272112024')","(717.6153846153848, 146.33566433566443, '0.5770219488545936')","(579.7841726618705, 899.294964028777, '0.21259600631099093')","(187.32608695652203, 1149.7173913043478, '0.9313065634172851')","(441.21962616822464, 448.2616822429907, '7.020549507486502')","(24.31944444444275, 746.9027777777778, '0.12617011528277886')","(922.9944751381215, 1263.0331491712702, '2.090601773865221')","(446.7829457364345, 667.7596899224807, '0.12064823295777542')","(587.824427480916, 1120.6030534351144, '1.0339349469907446')","(516.6000000000003, 376.87692307692305, '0.11564074137266252')","(815.3641975308645, 215.40740740740716, '0.16359400419598408')","(806.0248447204972, 1131.8757763975154, '1.5102292725433648')"
64,"(792.1893939393942, 1129.6060606060614, '0.727302051566861')","(720.2180451127823, 486.5338345864666, '7.817565037353567')","(205.7965116279055, 911.8430232558147, '3.084424941101633')","(999.0760233918115, 102.06432748537884, '0.2658086123353396')","(190.26573426573304, 370.2587412587421, '3.3647476358918733')","(946.3176470588226, 800.4294117647058, '0.666165903484186')","(717.0689655172416, 146.76551724138017, '0.6952318687803475')","(579.8014705882352, 899.2720588235293, '0.0287030779527804')","(182.5510204081636, 1147.775510204082, '5.154819371114905')","(445.00956937799083, 452.67464114832626, '5.817033250157121')","(24.42465753424483, 746.9041095890409, '0.10522151864965895')","(923.5222222222226, 1261.8944444444455, '1.2550559508125878')","(446.5537190082648, 667.702479338843, '0.23625821422237997')","(588.6793893129772, 1120.8091603053444, '0.8794542490870981')","(516.786259541985, 376.5801526717565, '0.3503787812683731')","(815.8789808917201, 215.54777070063778, '0.5335763888144295')","(805.0812500000003, 1134.7375000000006, '3.013276119702685')"
65,"(790.8814814814816, 1130.4444444444446, '1.5535515627184906')","(726.3414634146344, 484.9593495934963, '6.3225987293632535')","(203.43292682926847, 907.4939024390244, '4.949887370373897')","(999.1411764705886, 102.32941176470604, '0.2729736229391873')","(191.19444444444474, 370.40972222222166, '0.9409026768884945')","(944.6000000000004, 800.052941176471, '1.7584201780252695')","(717.027397260274, 146.80821917808203, '0.05959341729934251')","(579.5416666666666, 899.4375000000002, '0.3080078903770562')","(185.60606060606085, 1151.2424242424245, '4.620905058538301')","(446.6834170854274, 455.8894472361806, '3.6244646956752145')","(24.182432432430915, 747.1554054054056, '0.3490309259523937')","(925.2752808988766, 1261.7977528089878, '1.755723211716356')","(446.53278688524614, 667.8688524590164, '0.16768473064144218')","(587.8244274809159, 1120.6030534351132, '0.879454249087475')","(516.5384615384618, 376.930769230769, '0.4293434778867426')","(815.1761006289311, 215.4528301886782, '0.7092632548140873')","(803.4601226993867, 1136.368098159508, '2.2993268759755536')"
66,"(791.5251798561154, 1130.4316546762595, '0.6438254232914563')","(719.6277372262776, 488.8540145985405, '7.761606459602505')","(211.3902439024381, 911.463414634147, '8.892464341799947')","(999.1845238095231, 102.0357142857149, '0.2968791015858981')","(192.86713286713194, 372.18881118881177, '2.4419345016675735')","(947.0363636363628, 800.0363636363641, '2.436420034276772')","(716.792207792208, 146.48051948052, '0.4033623404228541')","(579.8888888888889, 899.066666666667, '0.5080163705197441')","(176.80000000000018, 1142.65, '12.303514041094758')","(446.3214285714283, 457.87755102040865, '2.020790028956264')","(24.2137931034473, 746.9310344827587, '0.22655198656385925')","(926.3502824858754, 1264.2372881355939, '2.665888411357272')","(446.5241935483872, 667.758064516129, '0.11112071691443116')","(587.8059701492538, 1120.611940298508, '0.020485346789442783')","(516.7000000000003, 376.9461538461544, '0.16226940853648916')","(815.3229813664593, 215.3354037267087, '0.18805032578412928')","(804.1509433962261, 1136.5597484276736, '0.7169121706803743')"
67,"(792.5319148936171, 1129.8865248226944, '1.1448502054773573')","(721.8767123287672, 480.01369863013645, '9.121900867299422')","(211.5818181818164, 915.557575757575, '4.098640751408837')","(999.1764705882338, 102.42352941176557, '0.38789873210263276')","(189.89403973509764, 376.589403973509, '5.310790866573331')","(947.5773809523796, 801.9821428571427, '2.019593155128974')","(717.5000000000001, 146.93571428571352, '0.8415296311398255')","(579.4492753623189, 899.1159420289855, '0.4423664929388007')","(181.6785714285715, 1137.6071428571431, '7.016471146305386')","(445.80104712041896, 451.9633507853396, '5.937049879784154')","(24.36111111110904, 747.076388888889, '0.20695530619657668')","(922.4124293785312, 1264.361581920903, '3.939814213904825')","(446.7142857142858, 667.9126984126984, '0.24504422764932787')","(587.9407407407408, 1120.7555555555546, '0.19694784686896413')","(516.5923076923078, 376.9384615384607, '0.10796668344345611')","(815.5987261146498, 215.36942675159145, '0.2778358011070865')","(805.7371794871796, 1134.2820512820504, '2.7756169086211564')"
68,"(791.908450704225, 1130.4436619718317, '0.836127620882923')","(725.9271523178804, 478.97350993377415, '4.1818723832091464')","(206.5681818181826, 913.5738636363636, '5.391814478131838')","(999.1479289940839, 101.9999999999992, '0.42449002959760834')","(185.16981132075568, 375.31446540880546, '4.893240486083239')","(946.0239520958089, 800.2574850299396, '2.321117367424406')","(718.2, 146.8266666666666, '0.7084429286962405')","(579.7014925373135, 899.15671641791, '0.2554917888199658')","(184.99999999999983, 1131.0714285714282, '7.331265169095869')","(452.968421052631, 454.9368421052633, '7.75969714059861')","(24.39455782312905, 747.2244897959182, '0.15183069916131478')","(923.1412429378527, 1264.757062146893, '0.8292007075490925')","(446.54838709677375, 667.8870967741935, '0.16786242934777681')","(587.93893129771, 1120.6641221374052, '0.09145132059490939')","(516.3385826771652, 376.48818897637784, '0.5168382372404162')","(815.5350318471333, 215.57961783439555, '0.2196298044547479')","(804.0308641975305, 1137.5185185185192, '3.658720000276895')"
69,"(792.5972222222224, 1130.006944444445, '0.8155540464808321')","(726.830882352941, 482.5735294117652, '3.7117203852372214')","(210.16384180790902, 905.6045197740118, '8.74295215348477')","(999.1882352941171, 102.50588235294185, '0.5074855198339719')","(181.2814371257482, 380.1077844311383, '6.172143965451408')","(946.6706586826344, 799.9880239520961, '0.7005988023941497')","(716.6206896551722, 145.81379310344892, '1.8762020201314906')","(579.6811594202899, 899.0724637681162, '0.0866714753836361')","(196.81249999999983, 1129.3125000000002, '11.942737792038544')","(453.8079096045203, 463.6158192090401, '8.719483046410257')","(24.321917808219837, 747.013698630137, '0.22295624534289876')","(924.2359550561803, 1262.1910112359556, '2.7898049931019537')","(446.6904761904764, 667.9603174603174, '0.15984548609727917')","(588.2957746478872, 1120.80985915493, '0.38545616461892956')","(516.643410852713, 376.9689922480626, '0.5692907892023205')","(815.3750000000005, 215.4937500000006, '0.18161353771241337')","(805.6339869281047, 1135.2614379084973, '2.768468054614372')"
70,"(793.6040268456379, 1130.1879194630865, '1.022940617584001')","(732.4251968503935, 479.55118110236174, '6.35853316416304')","(210.80310880828944, 907.2590673575125, '1.773750265354039')","(999.1676646706578, 102.24550898203756, '0.26118469102450875')","(179.8333333333323, 376.19540229884996, '4.171778822356075')","(946.1111111111106, 801.543209876543, '1.6527845426418357')","(716.9127516778522, 146.44966442952978, '0.6997374996552141')","(579.863309352518, 899.1582733812946, '0.201350161471303')","(198.31578947368405, 1130.9999999999995, '2.2599857282043785')","(453.1647727272731, 462.2840909090903, '1.4788932712547398')","(24.321917808218018, 747.3219178082192, '0.3082191780821404')","(923.0337078651687, 1262.7528089887633, '1.327032412322694')","(446.64285714285717, 667.8650793650794, '0.10647942749994035')","(587.7368421052631, 1120.5187969924805, '0.630176776479522')","(516.4885496183206, 376.92366412213687, '0.16135873362633094')","(815.6918238993715, 215.47169811320703, '0.3175904106294828')","(806.8601398601398, 1135.0839160839155, '1.2389370488209597')"
71,"(792.6690647482012, 1129.5971223021575, '1.105981649488379')","(732.9248120300749, 487.4135338345859, '7.878210825668537')","(210.96923076923173, 905.492307692307, '1.7745524000447286')","(999.254437869824, 102.28994082840154, '0.09748731745637328')","(179.22289156626624, 374.2650602409631, '2.0245640546610257')","(945.3333333333342, 801.3988095238091, '0.7910687286655745')","(716.876712328767, 147.03424657534174, '0.5856920008712803')","(579.8142857142857, 899.3428571428567, '0.19098293677166303')","(203.8749999999999, 1129.8125, '5.684626454385524')","(459.28191489361683, 463.3457446808503, '6.208585749939582')","(24.31468531468579, 747.3146853146852, '0.01022829044425913')","(923.3426966292134, 1263.9382022471902, '1.2250025442544992')","(446.6171874999998, 667.9453125, '0.08423945930271676')","(588.1928571428571, 1120.7928571428563, '0.5320325934901174')","(516.2769230769229, 376.7692307692301, '0.26198368940444855')","(815.4124999999998, 216.03124999999932, '0.625395998366638')","(806.3999999999999, 1131.9677419354832, '3.149963494113414')"
72,"(792.2949640287775, 1129.7482014388502, '0.40345539259893776')","(729.6690647482015, 491.46762589928016, '5.199572370151491')","(221.03061224489915, 903.3061224489797, '10.296154773362982')","(999.0639534883733, 102.3488372093019, '0.19938175257483284')","(178.68181818181864, 378.9545454545464, '4.720596569902349')","(945.018292682928, 799.3353658536582, '2.0873548790979237')","(717.2119205298013, 146.79470198675574, '0.41200260674115924')","(579.8455882352941, 898.9705882352938, '0.3735826379257448')","(197.33333333333337, 1132.5833333333333, '7.104288855254021')","(465.32738095238153, 465.18452380952374, '6.31892147060881')","(24.61184210526278, 747.2499999999998, '0.30411568213752727')","(922.0397727272734, 1264.84090909091, '1.5850837012425398')","(446.64062500000034, 667.9609375, '0.02816836934003538')","(588.1884057971015, 1120.7826086956534, '0.011173412598955532')","(516.5658914728682, 376.9922480620157, '0.3650197895136712')","(815.704402515724, 215.50943396226535, '0.5979122476773022')","(805.8235294117651, 1132.3594771241835, '0.6969754638190625')"
73,"(791.3884297520663, 1129.8677685950402, '0.9143854218499484')","(726.1048951048948, 489.8391608391611, '3.9185716400619692')","(221.83076923077, 905.8410256410253, '2.658192129075856')","(998.8934911242613, 102.31360946745338, '0.17406438858759662')","(187.35519125683157, 374.4153005464468, '9.789389400471684')","(946.1556886227552, 800.1077844311379, '1.3748818068369462')","(716.8749999999998, 147.40972222222126, '0.7012598187789035')","(579.7372262773723, 899.2919708029199, '0.33915935590601115')","(199.8571428571429, 1134.0, '2.8942285598957604')","(473.21666666666687, 464.44999999999965, '7.9234054741875015')","(24.5131578947379, 747.217105263158, '0.10402229145142944')","(926.6740331491717, 1263.6298342541422, '4.78989268337241')","(446.6587301587301, 667.952380952381, '0.02002526603537217')","(588.0808823529412, 1120.8014705882338, '0.10916529684749977')","(516.3984374999997, 376.98437499999966, '0.16763895172353838')","(815.5632911392408, 215.44303797468206, '0.155951427502741')","(805.0658682634732, 1132.065868263472, '0.8125617384046363')"
74,"(792.7762237762233, 1129.846153846153, '1.3879623376934782')","(731.0869565217392, 501.8405797101446, '12.994421529179709')","(223.7604166666673, 901.8749999999993, '4.410544026777307')","(999.3352941176477, 102.2823529411753, '0.4429072763006754')","(191.4054054054052, 370.83783783783684, '5.40393135419029')","(948.6547619047619, 799.684523809524, '2.534663058997984')","(717.0206896551725, 146.55862068965428, '0.8634809171963385')","(579.5882352941177, 899.3088235294118, '0.1499410800327755')","(204.5000000000001, 1132.5714285714287, '4.857668038834136')","(481.7759562841527, 467.5081967213107, '9.089224716236165')","(24.424657534245966, 746.9041095890412, '0.32526697622572637')","(924.7237569060771, 1263.779005524861, '1.955972773938039')","(446.67999999999984, 667.928, '0.03235486032486839')","(588.2551724137932, 1120.8068965517232, '0.17437450040520006')","(516.2868217054265, 376.82170542635583, '0.1972801961365034')","(815.4968553459113, 215.37106918238896, '0.09794499323321351')","(805.4466666666666, 1135.6999999999994, '3.6540280379752406')"
75,"(792.6567164179102, 1129.8955223880603, '0.12930298380568228')","(734.3779527559054, 496.5511811023623, '6.229638339848088')","(220.75000000000006, 898.0434782608695, '4.872696106302169')","(999.2176470588247, 102.59411764705999, '0.3332237420788898')","(194.20670391061537, 376.61452513966526, '6.420077063275681')","(945.6094674556211, 801.2662721893493, '3.431580717256638')","(716.5555555555553, 146.28472222222308, '0.5397870886635546')","(579.2898550724636, 899.4492753623183, '0.32978398087400324')","(204.45454545454504, 1137.3506493506488, '4.7794369304586874')","(481.2841530054642, 471.7213114754096, '4.241722102652965')","(24.349315068493297, 747.0479452054797, '0.16237355604258144')","(925.9553072625706, 1263.6256983240232, '1.241055751530902')","(446.58064516129, 667.9112903225807, '0.10075017267731778')","(587.7214285714285, 1120.4785714285717, '0.6266417443440621')","(516.7954545454545, 376.7651515151514, '0.5117672428237807')","(815.6898734177213, 215.44936708860843, '0.20829435461289533')","(806.4267515923565, 1133.1082802547767, '2.770844221413702')"
